Sentence,Original_Entity,Predicted_Entity
Pahang Sultanate ( 1470Ã¢ÂÂpresent ),"['Pahang Sultanate', (75552, 75553), 'ORG']","['Pahang Sultanate', 0, 'LOC']"
' '' DobruÃÂ¡ka '' ' -,"['DobruÃ\x85Â¡ka', (75585, 75585), 'LOC']","['DobruÃ\x85Â¡ka', 5, 'PERSON']"
"Acts that got their start this way include Da Band , Danity Kane , Day26 , and Donnie Klang .","['Da Band', (75620, 75621), 'ORG']","['Da Band', 43, 'PERSON']"
"Acts that got their start this way include Da Band , Danity Kane , Day26 , and Donnie Klang .","['Danity Kane', (75623, 75624), 'ORG']","['Danity Kane', 53, 'PERSON']"
He moved to League of Ireland side Derry City in August 1994 .,"['Derry City', (75646, 75647), 'ORG']","['Derry City', 35, 'LOC']"
He is buried in the Toronto Necropolis .,"['Toronto Necropolis', (75916, 75917), 'LOC']","['Toronto Necropolis', 20, 'ORG']"
1873-d.1945 ) Ã¢ÂÂ Hetman of Ukraine for 1918 ; claimant 1919Ã¢ÂÂ1945,"['Hetman of Ukraine', (75940, 75942), 'ORG']","['Hetman of Ukraine', 21, 'PERSON']"
"Additionally , the species Cuscomys oblativus '' was formerly classified as ''A .","['Cuscomys oblativus', (75974, 75975), 'ORG']","['Cuscomys oblativus', 27, 'LOC']"
*2012 Ã¢ÂÂ Rafael Ledesma 21,"['Rafael Ledesma', (76084, 76085), 'ORG']","['Rafael Ledesma', 13, 'PERSON']"
"'' Tricyanaula cyanozona '' ( Meyrick , 1923 )","['Tricyanaula cyanozona', (76113, 76114), 'ORG']","['Tricyanaula cyanozona', 3, 'LOC']"
' '' Kota Kinabalumain campus '' ',"['Kota Kinabalumain', (76143, 76144), 'LOC']","['Kota Kinabalumain', 5, 'PERSON']"
' '' SÃÂ¼dwest Ludwigshafen '' ',"['SÃ\x83Â¼dwest Ludwigshafen', (76219, 76220), 'ORG']","['SÃ\x83Â¼dwest Ludwigshafen', 5, 'PERSON']"
"I 'm Tryin ' to Get Home '' ( Blue Note , 1965 )","['Blue Note', (76343, 76344), 'ORG']","['Blue Note', 30, 'PERSON']"
"From 1962 until her death , she was a member of the Rajya Sabha .","['Rajya Sabha', (76466, 76467), 'ORG']","['Rajya Sabha', 52, 'PERSON']"
20px ' '' BalatonfÃÂ¼redi KSE '' ',"['BalatonfÃ\x83Â¼redi KSE', (76506, 76507), 'ORG']","['BalatonfÃ\x83Â¼redi KSE', 10, 'PERSON']"
"Limnonectes laticeps '' ( Boulenger , 1882 )","['Limnonectes laticeps', (76510, 76511), 'ORG']","['Limnonectes laticeps', 0, 'LOC']"
He previously played for Excelsior Rotterdam .,"['Excelsior Rotterdam', (76815, 76816), 'ORG']","['Excelsior Rotterdam', 25, 'PERSON']"
The ''Hirondelle '' of Toulon also set out after him and they fought in the Channel of Malta .,"['Channel of Malta', (76854, 76856), 'LOC']","['Channel of Malta', 76, 'ORG']"
'' '21 '' ' seasons in Primera DivisiÃÂ³n '',"['Primera DivisiÃ\x83Â³n', (76903, 76904), 'ORG']","['Primera DivisiÃ\x83Â³n', 23, 'PERSON']"
'' Dostinex '' ',"['Dostinex', (76962, 76962), 'ORG']","['Dostinex', 3, 'LOC']"
''Nottingham : A Biography '' ( Macmillan ) ( 1970 ),"['Macmillan', (76994, 76994), 'ORG']","['Macmillan', 32, 'LOC']"
Indian Mall Ã¢ÂÂ Jonesboro,"['Indian Mall', (77079, 77080), 'ORG']","['Indian Mall', 0, 'PERSON']"
' '' Agrotikos Asteras '' ',"['Agrotikos Asteras', (77264, 77265), 'ORG']","['Agrotikos Asteras', 5, 'PERSON']"
"Hataya Castle , Yamanobe , Yamagata","['Hataya Castle', (77292, 77293), 'ORG']","['Hataya Castle', 0, 'PERSON']"
' '' Flora Tallinn '' ',"['Flora Tallinn', (77531, 77532), 'ORG']","['Flora Tallinn', 5, 'PERSON']"
' '' Aprilia '' ',"['Aprilia', (77585, 77585), 'ORG']","['Aprilia', 5, 'LOC']"
"He is from St. Paul , Minnesota .","['St. Paul , Minnesota', (77754, 77757), 'ORG']","['St. Paul , Minnesota', 11, 'LOC']"
** Folha de S. Paulo '' newspaper in publication .,"['Folha de S. Paulo', (77868, 77871), 'ORG']","['Folha de S. Paulo', 3, 'PERSON']"
Broadside ballads were also known .,"['Broadside ballads', (77896, 77897), 'ORG']","['Broadside ballads', 0, 'LOC']"
"Windsor Park , Belfast , Northern Ireland","['Windsor Park', (77965, 77966), 'ORG']","['Windsor Park', 0, 'LOC']"
"On his death in 1966 , he was succeeded by his eldest son , Martin .","['Martin', (78010, 78010), 'PERSON']","['Martin', 60, 'LOC']"
"Paulica Ion , 18 .","['Paulica Ion', (78022, 78023), 'ORG']","['Paulica Ion', 0, 'PERSON']"
'' Breaking Vegas '',"['Breaking Vegas', (78109, 78110), 'PERSON']","['Breaking Vegas', 3, 'LOC']"
"The highest funding statewide was awarded to Philadelphia City School District in Philadelphia County - $ 9,409,073 .","['Philadelphia County', (78324, 78325), 'ORG']","['Philadelphia County', 82, 'LOC']"
"Two years later he moved to Israel , initially with Maccabi Ahi Nazareth .","['Maccabi Ahi Nazareth', (78647, 78649), 'ORG']","['Maccabi Ahi Nazareth', 52, 'PERSON']"
"Sydney Cricket Ground , Sydney","['Sydney Cricket Ground', (78651, 78653), 'LOC']","['Sydney Cricket Ground', 0, 'ORG']"
*1 March Ã¢ÂÂ Positions for BBC Governors are advertised for the first time in the Sunday newspapers .,"['BBC Governors', (78735, 78736), 'PERSON']","['BBC Governors', 30, 'ORG']"
He was soon replaced by Barathrum drummer Janne Parviainen .,"['Barathrum', (79013, 79013), 'ORG']","['Barathrum', 24, 'LOC']"
Billie Holiday ( 1941 ),"['Billie Holiday', (79018, 79019), 'PERSON']","['Billie Holiday', 0, 'ORG']"
' '' Korn '' ',"['Korn', (79129, 79129), 'ORG']","['Korn', 5, 'LOC']"
"In 1941 , he founded Aerovias Brasil in Rio de Janeiro .","['Aerovias Brasil', (79217, 79218), 'ORG']","['Aerovias Brasil', 21, 'PERSON']"
"Miami , Florida , United States","['Miami , Florida', (79240, 79242), 'ORG']","['Miami , Florida', 0, 'LOC']"
They married in Palace of Versailles .,"['Palace of Versailles', (79286, 79288), 'LOC']","['Palace of Versailles', 16, 'ORG']"
** '' Archbishopric of Cologne '' ' - Bruno the Great ( 953Ã¢ÂÂ965 ),"['Archbishopric of Cologne', (79305, 79307), 'ORG']","['Archbishopric of Cologne', 6, 'PERSON']"
** '' Archbishopric of Cologne '' ' - Bruno the Great ( 953Ã¢ÂÂ965 ),"['Bruno the Great', (79311, 79313), 'ORG']","['Bruno the Great', 38, 'PERSON']"
"1957 Gwynfryn Richards ( afterwards Dean of Bangor , 1962 )","['Dean of Bangor', (79360, 79362), 'ORG']","['Dean of Bangor', 36, 'PERSON']"
' '' Cymru Alliance : ' '',"['Cymru Alliance', (79409, 79410), 'ORG']","['Cymru Alliance', 5, 'PERSON']"
One of the ten episodes made was never screened due to the broadcast in its place of a documentary about the Kray Twins when they were jailed .,"['Kray Twins', (79479, 79480), 'ORG']","['Kray Twins', 109, 'PERSON']"
"He was the son of Huayna Capac and half brother of Ninan Cuyochi , HuÃÂ¡scar , Atahualpa , TÃÂºpac Huallpa and Manco Inca Yupanqui .","['Ninan Cuyochi', (79497, 79498), 'PERSON']","['Ninan Cuyochi', 51, 'ORG']"
"He was the son of Huayna Capac and half brother of Ninan Cuyochi , HuÃÂ¡scar , Atahualpa , TÃÂºpac Huallpa and Manco Inca Yupanqui .","['HuÃ\x83Â¡scar', (79500, 79500), 'PERSON']","['HuÃ\x83Â¡scar', 67, 'LOC']"
"He was the son of Huayna Capac and half brother of Ninan Cuyochi , HuÃÂ¡scar , Atahualpa , TÃÂºpac Huallpa and Manco Inca Yupanqui .","['Atahualpa', (79502, 79502), 'PERSON']","['Atahualpa', 80, 'LOC']"
"He was the son of Huayna Capac and half brother of Ninan Cuyochi , HuÃÂ¡scar , Atahualpa , TÃÂºpac Huallpa and Manco Inca Yupanqui .","['Manco Inca Yupanqui', (79507, 79509), 'PERSON']","['Manco Inca Yupanqui', 113, 'ORG']"
"Felt Forum , New York City , United States","['Felt Forum', (79581, 79582), 'ORG']","['Felt Forum', 0, 'PERSON']"
"Tell Leilan ( ''Shekhna '' , ''Shubat-Enlil '' )","['Tell Leilan', (79671, 79672), 'LOC']","['Tell Leilan', 0, 'PERSON']"
George S. McGovern ( D ),"['George S. McGovern', (79759, 79761), 'ORG']","['George S. McGovern', 0, 'PERSON']"
"Its name is Gaulish for `` place where judgements are made '' , from '' bratu-spantion '' .","['Gaulish', (79768, 79768), 'ORG']","['Gaulish', 12, 'LOC']"
"*2004 : Mahabir Prasad , Indian National Congress","['Mahabir Prasad', (79943, 79944), 'ORG']","['Mahabir Prasad', 8, 'PERSON']"
It was produced by Four Tet 's Kieran Hebden and features a guest appearance by Robyn .,"['Robyn', (79990, 79990), 'PERSON']","['Robyn', 80, 'LOC']"
"He previously served as a member of the Knesset for the Centre Party , Lev and Likud .","['Lev', (80142, 80142), 'ORG']","['Lev', 71, 'LOC']"
"He previously served as a member of the Knesset for the Centre Party , Lev and Likud .","['Likud', (80144, 80144), 'ORG']","['Likud', 79, 'LOC']"
"''at Raymond James Stadium , Tampa , Florida ''","['Raymond James Stadium', (80160, 80162), 'ORG']","['Raymond James Stadium', 5, 'PERSON']"
' '' GÃÂ©rard Cooreman '' ' Ã¢ÂÂ Prime Minister ( 1 June 1918 Ã¢ÂÂ 21 November 1918 ),"['Prime Minister', (80238, 80239), 'ORG']","['Prime Minister', 36, 'PERSON']"
