sentence,entities
"Initially envisioned as a double-album , tracks recorded during the same sessions as ''So Much ... '' were instead released as In Rape Fantasy and Terror Sex We Trust '' later that year .","[['In Rape Fantasy and Terror Sex We Trust', (92571, 92578), 'LOC']]"
Pino Daniele ( 1955â2015 ),"[['Pino Daniele', (92584, 92585), 'PER']]"
"Tommy Bankhead ( October 24 , 1931 , Lake Cormorant , Mississippi â December 16 , 2000 ) .","[['Tommy Bankhead', (92589, 92590), 'PER'], ['Lake Cormorant , Mississippi', (92597, 92600), 'LOC']]"
"It is found in China , Mongolia , Japan and Russia .","[['China', (92612, 92612), 'LOC'], ['Mongolia', (92614, 92614), 'LOC'], ['Japan', (92616, 92616), 'LOC'], ['Russia', (92618, 92618), 'LOC']]"
'' City '' ' : Oroquieta City,"[['City', (92621, 92621), 'LOC']]"
50 Mike Vrabel OLB,"[['Mike Vrabel', (92628, 92629), 'PER']]"
Herzegovina Uprising ( 1875â77 ),[]
"It lies approximately south-west of TÅuszcz , north-east of WoÅomin , and north-east of Warsaw .","[['TÅ\x82uszcz', (92641, 92641), 'LOC'], ['WoÅ\x82omin', (92645, 92645), 'LOC'], ['Warsaw', (92650, 92650), 'LOC']]"
Madison Hubbell / Zachary Donohue,"[['Madison Hubbell', (92652, 92653), 'PER']]"
Leverett Street Jail ( 1822â1851 ),"[['Leverett Street Jail', (92657, 92659), 'ORG']]"
'' Football League 2 : 1 '' ',"[['Football League 2', (92664, 92666), 'ORG']]"
"He started where he left off last time , scoring 50 and 79 against Worcestershire and 106 and 39 not out against Gloucestershire in the first two matches .","[['Worcestershire', (92685, 92685), 'ORG'], ['Gloucestershire', (92693, 92693), 'ORG']]"
"St. Clement Hofbauer , born 1751 in Tasovice","[['St. Clement Hofbauer', (92700, 92702), 'PER']]"
2012 Sharon Lee and Steve Miller,"[['Sharon Lee', (92709, 92710), 'PER']]"
'' K. Michelle '' ',"[['K. Michelle', (92715, 92716), 'PER']]"
'' Bulbophyllum teretilabre '' J.J.Sm .,"[['Bulbophyllum teretilabre', (92720, 92721), 'LOC']]"
"Mount Hagen , Papua New Guinea","[['Mount Hagen', (92725, 92726), 'LOC']]"
January 2006 â February 2006 ( Interim ) : Wayne Embry,[]
Nigel Barley ( 1984 ),"[['Nigel Barley', (92742, 92743), 'PER']]"
"Stuart Chandler , a character on All My Children '' played by David Canary","[['Stuart Chandler', (92747, 92748), 'PER'], ['All My Children', (92753, 92755), 'PER']]"
Coventry City Hall of Fame,[]
"164 Gunnison , Utah $ 14,537","[['Gunnison , Utah', (92767, 92769), 'LOC']]"
Pakistan Muslim League ( N ),[]
Jane Bown - Lifetime Achievement,"[['Jane Bown', (92778, 92779), 'PER']]"
"Dol , Stari Grad",[]
"Weissthurm : TÅebÃ­z B,76","[['TÅ\x99ebÃ\xadz', (92789, 92789), 'LOC']]"
Hugh Masekela and Mbongeni Ngema,"[['Hugh Masekela', (92791, 92792), 'PER']]"
He was replaced by Shane Hmiel .,"[['Shane Hmiel', (92800, 92801), 'PER']]"
`` Suddenly I See '',"[['Suddenly I See', (92804, 92806), 'ORG']]"
Frank E. Doremus ( D ),"[['Frank E. Doremus', (92808, 92810), 'ORG']]"
From Bayerisch Eisenstein to Poysdorf,"[['Bayerisch Eisenstein', (92815, 92816), 'LOC']]"
'' Kingdom of Nanzan '' ' â ''Multiple rival claims to the title .,"[['Kingdom of Nanzan', (92820, 92822), 'LOC']]"
The ceremony was broadcast online via YouTube and was hosted by Edith Bowman .,"[['YouTube', (92839, 92839), 'ORG'], ['Edith Bowman', (92844, 92845), 'PER']]"
Linas and Simona,[]
Alexander Gordon Smith,[]
The Bluff Point Stoneworks,[]
' '' Tik Chi-yuen '' ',"[['Tik Chi-yuen', (92859, 92860), 'PER']]"
*20px West Virginia Route 2,[]
"Woodside Township , Polk County , Minnesota",[]
Pajaro Valley Unified School District,[]
John P. Kee,[]
Vlado PapiÄ ( as player : Hajduk Split 1986â1988 / Dinamo Zagreb 1988â1989 ),"[['Vlado PapiÄ\x87', (92883, 92884), 'PER'], ['Hajduk Split', (92889, 92890), 'ORG'], ['Dinamo Zagreb', (92893, 92894), 'ORG']]"
Time 's Up !,[]
On June 30 he was traded back to the Philadelphia Phillies for future considerations .,"[['Philadelphia Phillies', (92910, 92911), 'ORG']]"
Tom Storey ( footballer ),[]
** '' Duchy of Aquitaine '' ' â William VI ( 1030â1038 ),"[['Duchy of Aquitaine', (92923, 92925), 'LOC'], ['William VI', (92929, 92930), 'ORG']]"
"On 8 June 1945 she departed New York City for the Pacific , arriving at San Diego on 3 July 1945 .","[['New York City', (92940, 92942), 'LOC'], ['Pacific', (92945, 92945), 'ORG'], ['San Diego', (92949, 92950), 'LOC']]"
Cathedral of the Immaculate Conception in DÃ­li,"[['Cathedral of the Immaculate Conception', (92956, 92960), 'ORG']]"
Australian Defence Force Investigative Service,[]
Central Saint Petersburg,[]
'' Parmelia asiatica '',"[['Parmelia asiatica', (92972, 92973), 'LOC']]"
Styles Bridges ( R-NH ),"[['Styles Bridges', (92975, 92976), 'PER']]"
' '' Cuba '' ',"[['Cuba', (92982, 92982), 'LOC']]"
"Swindon Council election , 2006",[]
Jimmy Jacobs ( handballer ),[]
Roman Catholic Diocese of Maumere,[]
H. Morse Stephens,[]
' '' Pharrell Williams '' ',"[['Pharrell Williams', (93005, 93006), 'PER']]"
1409 Preah Sdach ( ááááááááá ),"[['Preah Sdach', (93010, 93011), 'LOC']]"
Bishop Ludden Junior / Senior High School is named after him .,"[['Bishop Ludden Junior / Senior High School', (93015, 93021), 'ORG']]"
He is most famous for his work with Kenji Mizoguchi .,"[['Kenji Mizoguchi', (93035, 93036), 'PER']]"
Daryl Morey ( 3 / 2 ),"[['Daryl Morey', (93038, 93039), 'PER']]"
"Rene Ray , Countess of Midleton",[]
' '' Emilio Alzamora '' ',"[['Emilio Alzamora', (93053, 93054), 'PER']]"
TomÃ¡s Pedro Regalado,[]
"Ventnor City won by Milton Hanauer ahead of Fred Reinfeld , 8â16 July 1939 .","[['Ventnor City', (93060, 93061), 'ORG'], ['Milton Hanauer', (93064, 93065), 'PER'], ['Fred Reinfeld', (93068, 93069), 'PER']]"
Home Ministry ( abolished in 1947 ),"[['Home Ministry', (93075, 93076), 'ORG']]"
"Haller Lake , Seattle",[]
KSG VfR / MÃ¼lheimer SV 3,"[['KSG VfR / MÃ¼lheimer SV', (93086, 93090), 'ORG']]"
Gilbert fitz Roger fitz Reinfried,[]
"Rhys Muldoon , Robyn Archer","[['Rhys Muldoon', (93097, 93098), 'PER']]"
' '' Julia Barretto '' ',"[['Julia Barretto', (93104, 93105), 'PER']]"
** '' Duchy of Gaeta '' ' â,"[['Duchy of Gaeta', (93110, 93112), 'LOC']]"
Regionalist Party of the Leonese Country ( PREPAL ),"[['Regionalist Party of the Leonese Country', (93116, 93121), 'ORG']]"
RMAS ''Faithful '' ( A228 ),[]
"*** amendments tabled for 28 and 60 days , Charles Clarke begins responding to questions .","[['Charles Clarke', (93140, 93141), 'PER']]"
"York Township , Medina County , Ohio",[]
Alia Ouabdelsselam / Benjamin Delmas,"[['Alia Ouabdelsselam', (93154, 93155), 'PER']]"
Sceloporus occidentalis bocourtii,[]
' '' Olga Zaitseva '' ',"[['Olga Zaitseva', (93164, 93165), 'PER']]"
"He died on February 23 , 2006 and is buried in Mouguerre .","[['Mouguerre', (93179, 93179), 'LOC']]"
"Wire-tailed swallow , ' '' '","[['Wire-tailed swallow', (93181, 93182), 'LOC']]"
Boban MarjanoviÄ ( 4 ),"[['Boban MarjanoviÄ\x87', (93187, 93188), 'PER']]"
People 's Liberation Organisation of Tamil Eelam,[]
Subsequently he went to Lincoln University .,"[['Lincoln University', (93203, 93204), 'ORG']]"
Martha Wells ( born 1964 ),"[['Martha Wells', (93206, 93207), 'PER']]"
"Glens Falls , New York",[]
Cult ( 70193 ),"[['Cult', (93217, 93217), 'LOC']]"
"Anthony Quinn , William Conrad","[['Anthony Quinn', (93221, 93222), 'PER']]"
James Edward Smith,[]
Audi Sport Audi Quattro A1,"[['Audi Sport', (93229, 93230), 'ORG']]"
A portion was detached in 1748 to form Frederick County .,"[['Frederick County', (93242, 93243), 'LOC']]"
"'' ' '' Enos Slaughter '' ' '' , OF , 1938-1942 , 1946-1953","[['Enos Slaughter', (93248, 93249), 'PER']]"
Kamianets-Podilskyi in Ukraine '' ( since 1993 ) '',"[['Kamianets-Podilskyi', (93259, 93259), 'LOC'], ['Ukraine', (93261, 93261), 'LOC']]"
They also designed the logo of Lancaster University .,"[['Lancaster University', (93274, 93275), 'ORG']]"
*April 14 â John Van Benschoten,[]
My Beautiful Dark Twisted Fantasy '',"[['My Beautiful Dark Twisted Fantasy', (93283, 93287), 'ORG']]"
Depressor septi nasi muscle,[]
: :* '' Amsonia '',"[['Amsonia', (93296, 93296), 'LOC']]"
' '' Joe Gander '' ',"[['Joe Gander', (93300, 93301), 'PER']]"
Thierry Henry - Himself,"[['Thierry Henry', (93304, 93305), 'PER']]"
**** Species â  '' C. minor '',"[['C. minor', (93312, 93313), 'ORG']]"
By Edith North Johnson :,"[['Edith North Johnson', (93316, 93318), 'PER']]"
1995 Spellbinder '' .,"[['Spellbinder', (93321, 93321), 'ORG']]"
"Muck , Scotland",[]
"He was influenced by Ãmile Benveniste , Gustave Guillaume , and the Stoics .","[['Ã\x89mile Benveniste', (93331, 93332), 'PER'], ['Gustave Guillaume', (93334, 93335), 'PER'], ['Stoics', (93339, 93339), 'ORG']]"
Postscripts '' ( March 2007 ),"[['Postscripts', (93341, 93341), 'ORG']]"
Bonkers ( compilation album series ),[]
Kastoria ( regional unit ),[]
''One by One '' ( Foo Fighters album ),[]
Great Pyramid of Giza was built in Egypt .,"[['Great Pyramid of Giza', (93367, 93370), 'ORG'], ['Egypt', (93374, 93374), 'LOC']]"
Queensland Parks and Wildlife Service,[]
Filmfare Award for Best Actress - Telugu,[]
"It was originally published on October 17th , 2006 , by William Morrow and Company .","[['William Morrow and Company', (93399, 93402), 'ORG']]"
Reynoldsburg ( partial ),[]
"St Matthew 's Church , Haslington",[]
Members of the House of Keys,[]
Chattahoochee National Forest ( part ),"[['Chattahoochee National Forest', (93420, 93422), 'ORG']]"
All of the Hawaiian Islands .,"[['Hawaiian Islands', (93429, 93430), 'LOC']]"
' '' New Delhi '' ',"[['New Delhi', (93434, 93435), 'LOC']]"
Social Democratic Party 25.7 %,"[['Social Democratic Party', (93438, 93440), 'ORG']]"
Boroughs of New York City,[]
It serves the Brisbane suburb of Wacol .,"[['Brisbane', (93451, 93451), 'LOC'], ['Wacol', (93454, 93454), 'ORG']]"
Jack Dodson as Howard Sprague,"[['Jack Dodson', (93456, 93457), 'PER']]"
"Otto I , Duke of Carinthia",[]
`` Leather and Lace '',"[['Leather and Lace', (93468, 93470), 'ORG']]"
Also of note are her friendships with Henry Ford and Thomas Edison .,"[['Henry Ford', (93479, 93480), 'PER'], ['Thomas Edison', (93482, 93483), 'PER']]"
Johor State Legislative Assembly ! !,"[['Johor State Legislative Assembly', (93485, 93488), 'ORG']]"
Tales of the Jedi : The Fall of the Sith Empire,[]
''Sweet Dreams '' ( Sword album ),[]
Brethren of Purity,[]
Bushy-tailed hairy-footed gerbil,[]
Vinton Street Commercial Historic District,[]
Rocko - ''Wordplay '' ===,"[['Rocko', (93520, 93520), 'PER']]"
He was a delegate to the New York State Constitutional Convention of 1938 .,"[['New York State Constitutional Convention', (93531, 93535), 'ORG']]"
"FloreÈti , MehedinÈi",[]
`` God Is a DJ '' ( Faithless song ),[]
Tachlifa of the West,[]
Prussian Eastern Railway,[]
'' Caucasus '' ',"[['Caucasus', (93560, 93560), 'LOC']]"
John Lee ( pathologist ),[]
`` Calcutta ( Taxi Taxi Taxi ) '',"[['Calcutta ( Taxi Taxi Taxi )', (93569, 93574), 'ORG']]"
"Saint-Palais , PyrÃ©nÃ©es-Atlantiques",[]
Johan Kristoffersson ( Audi RS5 ),"[['Johan Kristoffersson', (93579, 93580), 'PER'], ['Audi RS5', (93582, 93583), 'ORG']]"
Marcus Gheeraerts the Elder,[]
"Sherkat-e Simorgh , Qazvin",[]
Belize District : 13 ( including 10 in Belize City ),"[['Belize District', (93593, 93594), 'LOC'], ['Belize City', (93601, 93602), 'LOC']]"
'' Need U ( 100 % ) '' â Duke Dumont featuring A*M*E,"[['Need U ( 100 % )', (93605, 93610), 'ORG'], ['Duke Dumont', (93613, 93614), 'PER']]"
"Gorton Township , Grant County , Minnesota",[]
Ancteville ( 50007 ),"[['Ancteville', (93624, 93624), 'LOC']]"
"It was introduced in 1958 , and was sold in 250ml bottles in shops in counties Cavan , Monaghan , Sligo , Leitrim , Louth and Meath .","[['counties', (93643, 93643), 'LOC'], ['Cavan', (93644, 93644), 'LOC'], ['Monaghan', (93646, 93646), 'LOC'], ['Sligo', (93648, 93648), 'LOC'], ['Leitrim', (93650, 93650), 'LOC'], ['Louth', (93652, 93652), 'LOC'], ['Meath', (93654, 93654), 'LOC']]"
"Century City , Los Angeles",[]
' '' Toronto Lynx '' ',"[['Toronto Lynx', (93663, 93664), 'ORG']]"
Wolves in the Throne Room,[]
Jeff Fassero ( 1â3 ),"[['Jeff Fassero', (93672, 93673), 'PER']]"
"La Vista , Nebraska",[]
NurembergâMunich high-speed railway,[]
Walid bin Attash,[]
Hans-JÃ¼rgen von Arnim,[]
StÃ©phane Charbonnier ( Charb ),[]
CÃ©sar Reyes from Colo-Colo,"[['CÃ©sar Reyes', (93695, 93696), 'PER']]"
JuliÃ¡n GÃ¼itrÃ³n Fuentevilla,[]
Pontifical Catholic University of Puerto Rico at MayagÃ¼ez,[]
Campbell Gullan as Sgt .,"[['Campbell Gullan', (93710, 93711), 'PER']]"
Wan na Be Starting Something â Michael Jackson ft. Akon,"[['Wan na Be Starting Something', (93715, 93719), 'ORG'], ['Michael Jackson', (93721, 93722), 'PER']]"
"Wilby , Suffolk",[]
'' The Neighbors '' ( 2012â2014 ),"[['The Neighbors', (93729, 93730), 'ORG']]"
Juana Azurduy de Padilla Province,[]
Miguelito ( artist ),[]
Rod Carew was named the American League Rookie of the Year .,"[['Rod Carew', (93744, 93745), 'PER'], ['American League Rookie of the Year', (93749, 93754), 'ORG']]"
''TÃ©lÃ©foot '' by Thierry Roland,[]
'' May 28 '' â Tuesday Night Titans,[]
"Joder , Nebraska",[]
'' Kingdom of Portugal and the Algarves '' ' â John VI ( 1816â1826 ),"[['Kingdom of Portugal and the Algarves', (93773, 93778), 'ORG'], ['John VI', (93782, 93783), 'PER']]"
Douglas Henshall â Ducalon,"[['Douglas Henshall', (93787, 93788), 'PER']]"
Gung Ho ( album ),[]
HipÃ³lito Yrigoyen resigned as President of Argentina following a week of violent antigovernment demonstrations .,"[['HipÃ³lito Yrigoyen', (93796, 93797), 'PER'], ['President of Argentina', (93800, 93802), 'ORG']]"
Brett Maher ( 3 ),"[['Brett Maher', (93811, 93812), 'PER']]"
"Balboa Park , San Francisco",[]
Alejandro Ferrant y Fischermans,[]
He made further revisions of the family Tyrannidae .,"[['Tyrannidae', (93832, 93832), 'ORG']]"
*0385 - Acrolophus variabilis '',"[['Acrolophus variabilis', (93836, 93837), 'LOC']]"
"Tokushima , Tokushima","[['Tokushima ,', (93839, 93840), 'LOC']]"
2014â15 Arizona Wildcats men 's basketball team,[]
"In September 1929 , ''Marcus '' was ordered to San Diego , California where she decommissioned 31 May 1930 .","[['San Diego , California', (93858, 93861), 'ORG']]"
*431 â Archie Amerson â ( 1997-2004 ),"[['Archie Amerson', (93871, 93872), 'PER']]"
She was the daughter of William I de Cantilupe and Mazilia Braci .,"[['William I de Cantilupe', (93882, 93885), 'PER']]"
Newlyweds : Nick and Jessica '' ( 2003 ),"[['Newlyweds : Nick and Jessica', (93890, 93894), 'ORG']]"
Villard ( imprint ),[]
These Are Special Times '',"[['These Are Special Times', (93903, 93906), 'ORG']]"
Circle in the Round '',"[['Circle in the Round', (93908, 93911), 'ORG']]"
"White-flanked antwren , ' '' '","[['White-flanked antwren', (93913, 93914), 'LOC']]"
"''The Poetical Works of Edmund Spenser '' ( 1910 ) editor , three volumes","[['Edmund Spenser', (93923, 93924), 'PER']]"
Pope Timothy I of Alexandria,[]
"Christ the King in Åwiebodzin , Poland","[['Christ the King', (93938, 93940), 'ORG'], ['Å\x9awiebodzin', (93942, 93942), 'LOC']]"
"The Mysteries of Alfred Hedgehog '' ( September 27 , 2010 â August 25 , 2013 ; May 31 , 2014 â August 31 , 2014 ; October 3 , 2015 â present )","[['The Mysteries of Alfred Hedgehog', (93945, 93949), 'ORG']]"
List of monarchs of Sri Lanka,[]
"'' Condylorrhiza oculatalis '' ( MÃ¶schler , 1890 )","[['Condylorrhiza oculatalis', (93986, 93987), 'LOC']]"
Joaquim Pinto as himself,"[['Joaquim Pinto', (93994, 93995), 'PER']]"
Didi ( 1975 ),"[['Didi', (93998, 93998), 'PER']]"
Patton Oswalt as Merv Griffin,"[['Patton Oswalt', (94002, 94003), 'PER']]"
' '' 1317 in art '' ',"[['1317 in art', (94009, 94011), 'ORG']]"
' '' Until Death Comes '' ' '',"[['Until Death Comes', (94016, 94018), 'ORG']]"
W. S. Merwin,[]
*Various Artists â Old Grey Whistle Test ( 40th Anniversary ) '',"[['Old Grey Whistle Test ( 40th Anniversary )', (94028, 94035), 'ORG']]"
Lancaster Independent School District,[]
"David Carnegie , Earl of Southesk ( born 1961 )","[['David Carnegie , Earl of Southesk', (94041, 94046), 'PER']]"
"broadcaster Russell Harty , born 1934","[['Russell Harty', (94052, 94053), 'PER']]"
** '' 'Winners '' ' : 2008â09,[]
' '' Novak Djokovic [1] '' ',"[['Novak Djokovic', (94066, 94067), 'PER']]"
"Harahan , Louisiana",[]
HRH The Duke of Cambridge,[]
Eugenie Bouchard Svetlana Kuznetsova Lucie Å afÃ¡ÅovÃ¡ Agnieszka RadwaÅska,"[['Eugenie Bouchard', (94079, 94080), 'PER'], ['Svetlana Kuznetsova', (94081, 94082), 'PER'], ['Lucie Å\xa0afÃ¡Å\x99ovÃ¡', (94083, 94084), 'PER']]"
"Howrah , West Bengal , India","[['Howrah', (94087, 94087), 'LOC'], ['West Bengal', (94089, 94090), 'LOC']]"
AngusKing Oengus I of the Picts,"[['AngusKing', (94093, 94093), 'LOC']]"
"Gmina KrzyÅ¼ Wielkopolski ( urban-rural , CzarnkÃ³w-Trzcianka County , Greater Poland Voivodeship , 174.56 km2 , 8,791 )","[['Gmina KrzyÅ¼ Wielkopolski', (94099, 94101), 'LOC'], ['CzarnkÃ³w-Trzcianka County', (94105, 94106), 'LOC'], ['Greater Poland Voivodeship', (94108, 94110), 'LOC']]"
National Hot Dog Day ( United States ),"[['National Hot Dog Day', (94117, 94120), 'ORG'], ['United States', (94122, 94123), 'LOC']]"
***** Hawks ' sportive lemur ''Lepilemur tymerlachsonorum '' ' '' CR '' ',"[[""Hawks ' sportive lemur"", (94126, 94129), 'LOC']]"
She was the mother of politicians Margrete Auken and Svend Auken .,"[['Margrete Auken', (94144, 94145), 'PER'], ['Svend Auken', (94147, 94148), 'PER']]"
Liliput ( disambiguation ),[]
"By the time of the death of Walter Comyn , Lord of Badenoch , jure uxoris Earl of Menteith in 1258 , she may have already been married .","[['Walter Comyn , Lord of Badenoch , jure uxoris Earl of Menteith', (94161, 94172), 'ORG']]"
"He scored against Warrington Wolves ( 1 try ) , Hull FC ( 1 try ) and London Broncos ( 1 try ) .","[['Warrington Wolves', (94186, 94187), 'ORG'], ['Hull FC', (94193, 94194), 'ORG'], ['London Broncos', (94200, 94201), 'ORG']]"
"Warwickshire County Cricket Club is based at the Edgbaston Cricket Ground , the area historically being part of Warwickshire .","[['Warwickshire County Cricket Club', (94207, 94210), 'ORG'], ['Edgbaston Cricket Ground', (94215, 94217), 'LOC'], ['Warwickshire', (94225, 94225), 'LOC']]"
Hosted by Kate Thornton and later Steve Jones .,"[['Kate Thornton', (94229, 94230), 'PER'], ['Steve Jones', (94233, 94234), 'PER']]"
Through his father he was descendant of Gustav IV Adolf of Sweden .,"[['Gustav IV Adolf of Sweden', (94243, 94247), 'PER']]"
"Helena Kennedy , Baroness Kennedy of The Shaws",[]
''Main Article : Belgrade-Brooten-Elrosa High School '',"[['Belgrade-Brooten-Elrosa High School', (94260, 94262), 'ORG']]"
'' Dead or Alive '' ( Ayane ),"[['Dead or Alive', (94265, 94267), 'ORG'], ['Ayane', (94270, 94270), 'PER']]"
"East St. Louis , Illinois",[]
Lewis D. Campbell ( A ),"[['Lewis D. Campbell', (94277, 94279), 'PER']]"
Durhamville ( disambiguation ),[]
"Douglas Rain , ''Master Builder ''","[['Douglas Rain', (94287, 94288), 'PER']]"
Pont-de-Veyle ( 01306 ),"[['Pont-de-Veyle', (94293, 94293), 'LOC']]"
The University of Western Australia,[]
RÃ¢ul RoÈu ( OlteÈ ),[]
"Five of the matches were played in the Ericsson Globe in Stockholm , Sweden , and one match in the Helsinki Olympic Stadium in Helsinki , Finland .","[['Ericsson Globe', (94315, 94316), 'ORG'], ['Stockholm', (94318, 94318), 'LOC'], ['Sweden', (94320, 94320), 'LOC'], ['Helsinki Olympic Stadium', (94327, 94329), 'ORG'], ['Helsinki', (94331, 94331), 'LOC'], ['Finland', (94333, 94333), 'LOC']]"
Nearby Sittwe recorded winds of 107 km / h ( 67 mph ) .,"[['Sittwe', (94336, 94336), 'LOC']]"
